Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Shipment_month,Delivery_Date,Delivery_month,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Invalid dates,,,
SH11048,Warehouse_NYC,Phoenix,Amazon Logistics,2023-04-11,Apr 2023,2023-04-18,Apr 2023,12.70,285.48,Lost,2264,7,valid,,,
SH10757,Warehouse_SEA,Phoenix,DHL,2023-04-12,Apr 2023,2023-04-17,Apr 2023,9.50,194.71,Delivered,1346,5,valid,,,
SH11317,Warehouse_SF,Denver,UPS,2023-04-12,Apr 2023,2023-04-13,Apr 2023,21.00,88.46,Delivered,510,1,valid,,,
SH11713,Warehouse_NYC,Detroit,DHL,2023-04-12,Apr 2023,2023-04-16,Apr 2023,28.80,325.20,Delivered,1883,4,valid,,,
SH10535,Warehouse_NYC,Seattle,LaserShip,2023-04-13,Apr 2023,2023-04-14,Apr 2023,15.40,33.51,Delivered,121,1,valid,,,
SH10756,Warehouse_DEN,Minneapolis,DHL,2023-04-13,Apr 2023,2023-04-15,Apr 2023,10.00,45.28,Delivered,236,2,valid,,,
SH10056,Warehouse_SF,Minneapolis,LaserShip,2023-04-14,Apr 2023,2023-04-19,Apr 2023,23.20,231.64,Delivered,1913,5,valid,,,
SH10369,Warehouse_SEA,Atlanta,DHL,2023-04-14,Apr 2023,2023-04-19,Apr 2023,16.80,303.11,Delivered,2091,5,valid,,,
SH10437,Warehouse_DEN,Houston,FedEx,2023-04-14,Apr 2023,2023-04-21,Apr 2023,9.90,256.92,Delivered,1707,7,valid,,,
SH10448,Warehouse_BOS,Chicago,USPS,2023-04-14,Apr 2023,2023-04-18,Apr 2023,87.50,322.09,Delivered,1941,4,valid,,,
SH10537,Warehouse_ATL,Houston,LaserShip,2023-04-14,Apr 2023,2023-04-17,Apr 2023,51.40,143.25,Delivered,582,3,valid,,,
SH11939,Warehouse_SF,Portland,LaserShip,2023-04-14,Apr 2023,2023-04-16,Apr 2023,25.30,92.95,Delivered,505,2,valid,,,
SH11325,Warehouse_SF,Detroit,OnTrac,2023-04-14,Apr 2023,2023-04-17,Apr 2023,26.60,68.27,Returned,365,3,valid,,,
SH10674,Warehouse_ATL,Houston,DHL,2023-04-15,Apr 2023,2023-04-21,Apr 2023,7.70,234.65,Delivered,1747,6,valid,,,
SH10770,Warehouse_CHI,Boston,UPS,2023-04-15,Apr 2023,2023-04-21,Apr 2023,7.70,284.59,Delivered,2012,6,valid,,,
SH10908,Warehouse_SF,Seattle,DHL,2023-04-15,Apr 2023,2023-04-19,Apr 2023,33.70,302.22,Delivered,1819,4,valid,,,
SH11480,Warehouse_SF,Atlanta,LaserShip,2023-04-15,Apr 2023,2023-04-19,Apr 2023,79.10,264.42,Delivered,1487,4,valid,,,
SH11182,Warehouse_SF,Minneapolis,FedEx,2023-04-15,Apr 2023,2023-04-19,Apr 2023,8.40,214.35,In Transit,1640,4,valid,,,
SH10615,Warehouse_ATL,Portland,UPS,2023-04-16,Apr 2023,2023-04-22,Apr 2023,12.90,56.83,Delayed,354,1,valid,,,
SH11024,Warehouse_NYC,Atlanta,UPS,2023-04-16,Apr 2023,2023-04-18,Apr 2023,166.10,337.18,Delivered,870,2,valid,,,
SH11165,Warehouse_HOU,New York,UPS,2023-04-16,Apr 2023,2023-04-21,Apr 2023,7.00,291.75,Delivered,2078,5,valid,,,
SH11412,Warehouse_ATL,New York,DHL,2023-04-16,Apr 2023,2023-04-22,Apr 2023,24.90,297.44,Delivered,2010,6,valid,,,
SH11682,Warehouse_SF,Chicago,LaserShip,2023-04-16,Apr 2023,2023-04-17,Apr 2023,43.50,111.47,Delivered,421,1,valid,,,
SH11811,Warehouse_MIA,Detroit,DHL,2023-04-16,Apr 2023,2023-04-18,Apr 2023,29.50,110.42,Delivered,476,2,valid,,,
SH10275,Warehouse_LA,New York,LaserShip,2023-04-16,Apr 2023,2023-04-18,Apr 2023,25.30,107.88,In Transit,742,2,valid,,,
SH11499,Warehouse_HOU,Phoenix,UPS,2023-04-16,Apr 2023,2023-04-19,Apr 2023,37.70,164.72,In Transit,925,3,valid,,,
SH10070,Warehouse_HOU,Chicago,DHL,2023-04-17,Apr 2023,2023-04-26,Apr 2023,6.90,56.51,Delayed,383,3,valid,,,
SH10094,Warehouse_ATL,San Francisco,OnTrac,2023-04-17,Apr 2023,2023-04-24,Apr 2023,29.50,167.82,Delivered,1022,7,valid,,,
SH10129,Warehouse_MIA,Miami,LaserShip,2023-04-17,Apr 2023,2023-04-22,Apr 2023,31.90,260.72,Delivered,1926,5,valid,,,
SH10948,Warehouse_MIA,Dallas,UPS,2023-04-17,Apr 2023,2023-04-19,Apr 2023,20.00,96.84,Delivered,517,2,valid,,,
SH11076,Warehouse_NYC,Dallas,OnTrac,2023-04-17,Apr 2023,2023-04-19,Apr 2023,32.40,81.15,Delivered,415,2,valid,,,
SH11334,Warehouse_CHI,Phoenix,DHL,2023-04-17,Apr 2023,2023-04-22,Apr 2023,52.40,339.51,Delivered,1949,5,valid,,,
SH11443,Warehouse_SF,Minneapolis,USPS,2023-04-17,Apr 2023,2023-04-23,Apr 2023,11.50,219.67,Delivered,1908,6,valid,,,
SH11623,Warehouse_DEN,Miami,Amazon Logistics,2023-04-17,Apr 2023,2023-04-22,Apr 2023,15.30,157.36,Delivered,1237,5,valid,,,
SH11795,Warehouse_ATL,Los Angeles,FedEx,2023-04-17,Apr 2023,2023-04-23,Apr 2023,5.10,175.60,Delivered,1317,6,valid,,,
SH11876,Warehouse_NYC,Dallas,DHL,2023-04-17,Apr 2023,2023-04-18,Apr 2023,26.20,86.35,Delivered,351,1,valid,,,
SH11917,Warehouse_BOS,Denver,LaserShip,2023-04-17,Apr 2023,2023-04-24,Apr 2023,21.10,256.12,Delivered,1974,7,valid,,,
SH10523,Warehouse_ATL,Portland,Amazon Logistics,2023-04-18,Apr 2023,2023-05-02,May 2023,24.70,221.91,Delayed,1572,6,valid,,,
SH10495,Warehouse_SEA,Chicago,DHL,2023-04-18,Apr 2023,2023-04-24,Apr 2023,10.80,256.45,Delivered,1635,6,valid,,,
SH11435,Warehouse_DEN,Boston,DHL,2023-04-18,Apr 2023,2023-04-22,Apr 2023,10.40,266.13,Delivered,1924,4,valid,,,
SH11740,Warehouse_LA,New York,DHL,2023-04-18,Apr 2023,2023-04-22,Apr 2023,29.80,248.19,Delivered,1462,4,valid,,,
SH11434,Warehouse_DEN,Los Angeles,OnTrac,2023-04-19,Apr 2023,2023-05-04,May 2023,10.20,201.85,Delayed,1659,5,valid,,,
SH10479,Warehouse_SEA,Dallas,UPS,2023-04-19,Apr 2023,2023-04-21,Apr 2023,11.90,41.55,Delivered,187,2,valid,,,
SH10569,Warehouse_LA,Miami,OnTrac,2023-04-19,Apr 2023,2023-04-26,Apr 2023,28.40,304.15,Delivered,2243,7,valid,,,
SH10763,Warehouse_LA,Chicago,Amazon Logistics,2023-04-19,Apr 2023,2023-04-23,Apr 2023,72.90,236.99,Delivered,1270,4,valid,,,
SH11009,Warehouse_NYC,Chicago,LaserShip,2023-04-19,Apr 2023,2023-04-22,Apr 2023,10.10,104.49,Delivered,790,3,valid,,,
SH11794,Warehouse_LA,Minneapolis,OnTrac,2023-04-19,Apr 2023,2023-04-26,Apr 2023,6.70,213.54,In Transit,1694,7,valid,,,
SH10541,Warehouse_MIA,Los Angeles,FedEx,2023-04-20,Apr 2023,2023-04-21,Apr 2023,35.40,88.87,Delivered,320,1,valid,,,
SH11571,Warehouse_DEN,Minneapolis,Amazon Logistics,2023-04-20,Apr 2023,2023-04-27,Apr 2023,17.10,303.85,Delivered,2247,7,valid,,,
SH11835,Warehouse_BOS,Portland,USPS,2023-04-20,Apr 2023,2023-04-26,Apr 2023,6.40,219.55,Delivered,1811,6,valid,,,
SH10786,Warehouse_DEN,Dallas,DHL,2023-04-20,Apr 2023,2023-04-24,Apr 2023,18.60,144.95,Returned,923,4,valid,,,
SH10470,Warehouse_CHI,Houston,UPS,2023-04-21,Apr 2023,,,8.70,35.59,Delayed,195,1,invalid,,,
SH11259,Warehouse_BOS,Los Angeles,LaserShip,2023-04-21,Apr 2023,2023-04-27,Apr 2023,45.40,102.09,Delayed,473,2,valid,,,
SH11444,Warehouse_ATL,Phoenix,OnTrac,2023-04-21,Apr 2023,2023-05-07,May 2023,41.90,260.33,Delayed,1800,4,valid,,,
SH11711,Warehouse_CHI,Denver,FedEx,2023-04-21,Apr 2023,2023-04-27,Apr 2023,19.50,150.02,Delivered,1000,6,valid,,,
SH11820,Warehouse_SF,Los Angeles,USPS,2023-04-21,Apr 2023,2023-04-27,Apr 2023,5.30,263.08,Delivered,2362,6,valid,,,
SH11919,Warehouse_DEN,Seattle,OnTrac,2023-04-21,Apr 2023,2023-04-23,Apr 2023,17.40,59.13,Delivered,284,2,valid,,,
SH10411,Warehouse_SEA,Houston,FedEx,2023-04-21,Apr 2023,2023-04-22,Apr 2023,8.60,33.61,Lost,178,1,valid,,,
SH10295,Warehouse_MIA,New York,OnTrac,2023-04-22,Apr 2023,2023-04-26,Apr 2023,5.20,127.10,Delivered,1049,4,valid,,,
SH10831,Warehouse_CHI,Chicago,USPS,2023-04-22,Apr 2023,2023-04-26,Apr 2023,42.20,271.44,Delivered,1943,4,valid,,,
SH11561,Warehouse_SEA,New York,USPS,2023-04-22,Apr 2023,2023-04-29,Apr 2023,22.10,305.98,Delivered,2347,7,valid,,,
SH11582,Warehouse_LA,Los Angeles,UPS,2023-04-22,Apr 2023,2023-04-27,Apr 2023,16.50,282.23,Delivered,2056,5,valid,,,
SH11929,Warehouse_SF,Miami,LaserShip,2023-04-22,Apr 2023,2023-04-28,Apr 2023,41.00,321.15,Delivered,2478,6,valid,,,
SH11949,Warehouse_HOU,Houston,OnTrac,2023-04-22,Apr 2023,2023-04-26,Apr 2023,22.60,208.71,Delivered,1375,4,valid,,,
SH10105,Warehouse_MIA,New York,DHL,2023-04-23,Apr 2023,2023-05-06,May 2023,40.70,270.27,Delayed,1682,6,valid,,,
SH10048,Warehouse_SF,Phoenix,LaserShip,2023-04-23,Apr 2023,2023-04-30,Apr 2023,14.20,248.03,Delivered,1758,7,valid,,,
SH10065,Warehouse_LA,Miami,LaserShip,2023-04-23,Apr 2023,2023-04-27,Apr 2023,50.30,152.13,Delivered,864,4,valid,,,
SH10172,Warehouse_SEA,New York,Amazon Logistics,2023-04-23,Apr 2023,2023-05-01,May 2023,35.10,272.06,Delivered,2056,8,valid,,,
SH10430,Warehouse_DEN,Seattle,OnTrac,2023-04-23,Apr 2023,2023-04-28,Apr 2023,23.00,166.87,Delivered,1171,5,valid,,,
SH10994,Warehouse_MIA,Portland,DHL,2023-04-23,Apr 2023,2023-04-29,Apr 2023,19.10,302.52,Delivered,2132,6,valid,,,
SH11798,Warehouse_SEA,New York,OnTrac,2023-04-23,Apr 2023,2023-04-26,Apr 2023,12.10,147.53,Delivered,1172,3,valid,,,
SH11817,Warehouse_CHI,Dallas,USPS,2023-04-23,Apr 2023,2023-04-27,Apr 2023,11.60,135.55,Delivered,1021,4,valid,,,
SH10045,Warehouse_NYC,Miami,LaserShip,2023-04-24,Apr 2023,2023-04-29,Apr 2023,29.70,245.98,Delivered,1973,5,valid,,,
SH10335,Warehouse_BOS,Minneapolis,Amazon Logistics,2023-04-24,Apr 2023,2023-04-26,Apr 2023,43.40,,Delivered,844,2,valid,,,
SH10526,Warehouse_SF,Minneapolis,OnTrac,2023-04-24,Apr 2023,2023-04-27,Apr 2023,20.30,89.33,Delivered,543,3,valid,,,
SH10616,Warehouse_ATL,Miami,FedEx,2023-04-24,Apr 2023,2023-04-26,Apr 2023,11.50,114.38,Delivered,752,2,valid,,,
SH11978,Warehouse_CHI,Atlanta,USPS,2023-04-24,Apr 2023,2023-04-29,Apr 2023,31.30,291.05,Delivered,2030,5,valid,,,
SH10367,Warehouse_SF,Chicago,OnTrac,2023-04-25,Apr 2023,2023-05-01,May 2023,14.60,293.83,Delivered,2420,6,valid,,,
SH10415,Warehouse_ATL,Minneapolis,Amazon Logistics,2023-04-25,Apr 2023,2023-05-01,May 2023,331.70,242.34,Delivered,1727,6,valid,,,
SH10675,Warehouse_LA,Houston,LaserShip,2023-04-25,Apr 2023,2023-04-29,Apr 2023,37.80,199.44,Delivered,1314,4,valid,,,
SH11621,Warehouse_SF,Los Angeles,OnTrac,2023-04-25,Apr 2023,2023-04-27,Apr 2023,10.60,110.85,Delivered,752,2,valid,,,
SH11721,Warehouse_SEA,Portland,USPS,2023-04-25,Apr 2023,2023-04-26,Apr 2023,22.80,36.24,Delivered,101,1,valid,,,
SH10474,Warehouse_NYC,Minneapolis,USPS,2023-04-25,Apr 2023,2023-04-27,Apr 2023,29.60,84.55,Lost,515,2,valid,,,
SH10092,Warehouse_DEN,Los Angeles,LaserShip,2023-04-26,Apr 2023,2023-05-01,May 2023,16.00,277.61,Delivered,1950,5,valid,,,
SH10375,Warehouse_CHI,Atlanta,USPS,2023-04-26,Apr 2023,2023-05-02,May 2023,6.00,253.02,Delivered,2325,6,valid,,,
SH10789,Warehouse_LA,Dallas,OnTrac,2023-04-26,Apr 2023,2023-04-30,Apr 2023,26.30,200.48,Delivered,1435,4,valid,,,
SH11012,Warehouse_SEA,Houston,OnTrac,2023-04-26,Apr 2023,2023-05-02,May 2023,8.20,306.04,Delivered,2254,6,valid,,,
SH11455,Warehouse_BOS,Phoenix,USPS,2023-04-26,Apr 2023,2023-04-29,Apr 2023,11.50,62.46,Delivered,487,3,valid,,,
SH10025,Warehouse_NYC,Portland,UPS,2023-04-27,Apr 2023,2023-04-29,Apr 2023,40.00,124.29,Delivered,519,2,valid,,,
SH10336,Warehouse_SEA,Phoenix,Amazon Logistics,2023-04-27,Apr 2023,2023-04-30,Apr 2023,12.70,192.88,Delivered,1608,3,valid,,,
SH10758,Warehouse_HOU,Denver,UPS,2023-04-27,Apr 2023,,,12.10,140.94,Delivered,1030,3,invalid,,,
SH10934,Warehouse_SEA,San Francisco,USPS,2023-04-27,Apr 2023,2023-05-01,May 2023,26.90,221.10,Delivered,1796,4,valid,,,
SH11355,Warehouse_MIA,Denver,USPS,2023-04-27,Apr 2023,2023-05-02,May 2023,8.60,232.52,Delivered,2054,5,valid,,,
SH11562,Warehouse_SEA,Houston,DHL,2023-04-27,Apr 2023,2023-05-01,May 2023,28.80,151.25,Delivered,919,4,valid,,,
SH10224,Warehouse_MIA,Minneapolis,FedEx,2023-04-28,Apr 2023,2023-05-07,May 2023,14.10,87.12,Delayed,573,3,valid,,,
SH11515,Warehouse_HOU,New York,Amazon Logistics,2023-04-28,Apr 2023,2023-05-04,May 2023,27.70,131.18,Delayed,916,3,valid,,,
SH11962,Warehouse_LA,Phoenix,UPS,2023-04-28,Apr 2023,2023-05-07,May 2023,10.90,66.58,Delayed,373,4,valid,,,
SH10707,Warehouse_BOS,Houston,DHL,2023-04-28,Apr 2023,2023-05-01,May 2023,43.80,143.51,Delivered,632,3,valid,,,
SH10942,Warehouse_SF,New York,Amazon Logistics,2023-04-28,Apr 2023,2023-05-04,May 2023,10.10,221.55,Delivered,1943,6,valid,,,
SH11413,Warehouse_CHI,Chicago,DHL,2023-04-28,Apr 2023,2023-04-30,Apr 2023,5.80,71.35,Delivered,487,2,valid,,,
SH11543,Warehouse_SF,Miami,Amazon Logistics,2023-04-28,Apr 2023,2023-04-30,Apr 2023,12.00,43.35,Delivered,208,2,valid,,,
SH10234,Warehouse_HOU,Los Angeles,LaserShip,2023-04-28,Apr 2023,2023-05-01,May 2023,10.00,96.03,Returned,715,3,valid,,,
SH10571,Warehouse_MIA,Boston,DHL,2023-04-29,Apr 2023,2023-05-06,May 2023,33.70,363.72,Delivered,2255,7,valid,,,
SH10925,Warehouse_ATL,New York,OnTrac,2023-04-29,Apr 2023,2023-05-02,May 2023,24.20,107.33,Delivered,669,3,valid,,,
SH11026,Warehouse_LA,San Francisco,Amazon Logistics,2023-04-29,Apr 2023,2023-05-03,May 2023,25.30,172.77,Delivered,1260,4,valid,,,
SH11219,Warehouse_HOU,Minneapolis,DHL,2023-04-29,Apr 2023,2023-05-03,May 2023,48.20,262.05,Delivered,1272,4,valid,,,
SH11238,Warehouse_DEN,Los Angeles,USPS,2023-04-29,Apr 2023,2023-05-04,May 2023,81.20,243.39,Delivered,1220,5,valid,,,
SH11789,Warehouse_NYC,Chicago,UPS,2023-04-29,Apr 2023,2023-05-01,May 2023,7.90,99.83,Delivered,790,2,valid,,,
SH11642,Warehouse_MIA,Portland,USPS,2023-04-30,Apr 2023,2023-05-13,May 2023,37.00,211.45,Delayed,1433,4,valid,,,
SH10187,Warehouse_LA,New York,OnTrac,2023-04-30,Apr 2023,2023-05-02,May 2023,15.70,67.25,Delivered,411,2,valid,,,
SH11383,Warehouse_BOS,Los Angeles,Amazon Logistics,2023-04-30,Apr 2023,2023-05-04,May 2023,41.20,137.96,Delivered,813,4,valid,,,
SH11660,Warehouse_BOS,Miami,UPS,2023-04-30,Apr 2023,2023-05-05,May 2023,3.00,237.95,Delivered,1912,5,valid,,,
SH11755,Warehouse_SF,Phoenix,USPS,2023-04-30,Apr 2023,2023-05-05,May 2023,24.60,171.10,Delivered,1225,5,valid,,,
SH11773,Warehouse_LA,Chicago,OnTrac,2023-04-30,Apr 2023,2023-05-01,May 2023,27.00,79.51,Delivered,391,1,valid,,,
SH11232,Warehouse_CHI,Dallas,Amazon Logistics,2023-05-01,May 2023,2023-05-05,May 2023,9.70,120.40,Delivered,997,4,valid,,,
SH11472,Warehouse_DEN,San Francisco,OnTrac,2023-05-01,May 2023,2023-05-05,May 2023,11.30,176.58,Delivered,1360,4,valid,,,
SH11491,Warehouse_SEA,Boston,DHL,2023-05-01,May 2023,2023-05-07,May 2023,11.60,359.48,Delivered,2379,6,valid,,,
SH11785,Warehouse_NYC,Seattle,FedEx,2023-05-01,May 2023,2023-05-06,May 2023,45.70,206.40,Delivered,1025,5,valid,,,
SH11823,Warehouse_HOU,Boston,Amazon Logistics,2023-05-01,May 2023,2023-05-05,May 2023,7.50,208.84,Delivered,1642,4,valid,,,
SH11868,Warehouse_BOS,Boston,FedEx,2023-05-01,May 2023,2023-05-05,May 2023,5404.20,226.51,Delivered,1053,4,valid,,,
SH11715,Warehouse_SF,New York,FedEx,2023-05-01,May 2023,2023-05-09,May 2023,48.90,354.59,Lost,2059,8,valid,,,
SH10987,Warehouse_SEA,Denver,LaserShip,2023-05-02,May 2023,2023-05-06,May 2023,27.60,151.22,Delayed,1095,3,valid,,,
SH10743,Warehouse_HOU,Boston,LaserShip,2023-05-02,May 2023,2023-05-11,May 2023,22.80,342.44,Delivered,2380,9,valid,,,
SH11059,Warehouse_HOU,Seattle,FedEx,2023-05-02,May 2023,2023-05-06,May 2023,14.50,88.92,Delivered,581,4,valid,,,
SH11313,Warehouse_ATL,Houston,OnTrac,2023-05-02,May 2023,2023-05-09,May 2023,16.00,322.60,Delivered,2289,7,valid,,,
SH11898,Warehouse_CHI,Miami,LaserShip,2023-05-02,May 2023,2023-05-05,May 2023,20.50,171.02,Delivered,1350,3,valid,,,
SH10466,Warehouse_LA,New York,LaserShip,2023-05-03,May 2023,2023-05-08,May 2023,11.80,270.13,Delivered,2254,5,valid,,,
SH10794,Warehouse_MIA,Detroit,LaserShip,2023-05-03,May 2023,2023-05-07,May 2023,19.20,132.01,Delivered,810,4,valid,,,
SH11093,Warehouse_BOS,Portland,Amazon Logistics,2023-05-03,May 2023,2023-05-15,May 2023,7.70,226.92,Delivered,1895,12,valid,,,
SH11389,Warehouse_HOU,Boston,FedEx,2023-05-03,May 2023,2023-05-05,May 2023,27.10,105.17,Delivered,470,2,valid,,,
SH11252,Warehouse_SF,Atlanta,Amazon Logistics,2023-05-04,May 2023,2023-05-12,May 2023,40.50,236.11,Delayed,1756,4,valid,,,
SH11375,Warehouse_CHI,Atlanta,USPS,2023-05-04,May 2023,2023-05-15,May 2023,8.60,258.78,Delayed,2199,5,valid,,,
SH10157,Warehouse_SEA,Seattle,LaserShip,2023-05-04,May 2023,2023-05-06,May 2023,11.90,83.93,Delivered,561,2,valid,,,
SH10682,Warehouse_ATL,San Francisco,OnTrac,2023-05-04,May 2023,2023-05-06,May 2023,35.90,89.84,Delivered,348,2,valid,,,
SH11068,Warehouse_SEA,Dallas,UPS,2023-05-04,May 2023,2023-05-09,May 2023,11.60,196.42,Delivered,1463,5,valid,,,
SH11344,Warehouse_BOS,Detroit,USPS,2023-05-04,May 2023,2023-05-10,May 2023,18.70,264.01,Delivered,2316,6,valid,,,
SH10547,Warehouse_SF,Dallas,UPS,2023-05-04,May 2023,2023-05-06,May 2023,20.10,50.48,In Transit,210,2,valid,,,
SH11291,Warehouse_MIA,Minneapolis,Amazon Logistics,2023-05-04,May 2023,2023-05-09,May 2023,42.10,344.29,Returned,2219,5,valid,,,
SH10144,Warehouse_SEA,New York,USPS,2023-05-05,May 2023,2023-05-07,May 2023,19.20,81.43,Delivered,510,2,valid,,,
SH10409,Warehouse_BOS,New York,FedEx,2023-05-05,May 2023,2023-05-11,May 2023,6.30,267.55,Delivered,2108,6,valid,,,
SH11672,Warehouse_NYC,San Francisco,LaserShip,2023-05-05,May 2023,2023-05-12,May 2023,19.40,322.16,Delivered,2423,7,valid,,,
SH11691,Warehouse_SEA,Houston,DHL,2023-05-05,May 2023,2023-05-10,May 2023,19.00,224.15,Delivered,1402,5,valid,,,
SH11712,Warehouse_BOS,Chicago,UPS,2023-05-05,May 2023,2023-05-08,May 2023,11.70,99.97,Delivered,701,3,valid,,,
SH11979,Warehouse_SF,Portland,FedEx,2023-05-05,May 2023,2023-05-10,May 2023,54.60,307.90,Delivered,1675,5,valid,,,
SH10166,Warehouse_SEA,Minneapolis,FedEx,2023-05-06,May 2023,2023-05-11,May 2023,20.20,309.57,Delivered,1964,5,valid,,,
SH10750,Warehouse_LA,Portland,LaserShip,2023-05-06,May 2023,2023-05-11,May 2023,7.80,53.18,Delivered,402,5,valid,,,
SH11350,Warehouse_LA,Denver,DHL,2023-05-06,May 2023,2023-05-09,May 2023,4.10,168.66,Delivered,1178,3,valid,,,
SH11546,Warehouse_LA,New York,LaserShip,2023-05-06,May 2023,2023-05-09,May 2023,24.10,70.43,Delivered,295,3,valid,,,
SH11589,Warehouse_MIA,San Francisco,DHL,2023-05-06,May 2023,,,42.50,287.00,Delivered,1527,3,invalid,,,
SH11629,Warehouse_NYC,Minneapolis,Amazon Logistics,2023-05-06,May 2023,2023-05-07,May 2023,34.90,61.85,Delivered,197,1,valid,,,
SH11493,Warehouse_SF,Boston,UPS,2023-05-06,May 2023,2023-05-10,May 2023,33.30,236.83,Returned,1438,4,valid,,,
SH11363,Warehouse_LA,Chicago,DHL,2023-05-07,May 2023,2023-05-15,May 2023,18.70,286.31,Delayed,1743,5,valid,,,
SH10082,Warehouse_CHI,Denver,OnTrac,2023-05-07,May 2023,2023-05-09,May 2023,14.10,144.14,Delivered,1000,2,valid,,,
SH10727,Warehouse_DEN,Atlanta,USPS,2023-05-07,May 2023,2023-05-12,May 2023,6.20,25.02,Delivered,150,5,valid,,,
SH11541,Warehouse_SF,Phoenix,OnTrac,2023-05-07,May 2023,2023-05-12,May 2023,5.60,78.42,Delivered,636,5,valid,,,
SH11738,Warehouse_MIA,Miami,FedEx,2023-05-07,May 2023,2023-05-09,May 2023,0.20,88.88,Delivered,403,2,valid,,,
SH10044,Warehouse_CHI,San Francisco,OnTrac,2023-05-08,May 2023,2023-05-11,May 2023,4.70,49.68,Delivered,343,3,valid,,,
SH10432,Warehouse_HOU,San Francisco,FedEx,2023-05-08,May 2023,2023-05-12,May 2023,18.50,232.87,Delivered,1761,4,valid,,,
SH10552,Warehouse_MIA,New York,UPS,2023-05-08,May 2023,2023-05-11,May 2023,12.60,32.18,Delivered,121,3,valid,,,
SH10882,Warehouse_SF,Boston,DHL,2023-05-08,May 2023,2023-05-13,May 2023,18.10,236.64,Delivered,1504,5,valid,,,
SH11813,Warehouse_SEA,San Francisco,FedEx,2023-05-09,May 2023,2023-05-24,May 2023,16.60,285.36,Delayed,2126,7,valid,,,
SH11070,Warehouse_ATL,Minneapolis,FedEx,2023-05-09,May 2023,2023-05-11,May 2023,21.90,101.98,Delivered,506,2,valid,,,
SH11161,Warehouse_CHI,Denver,LaserShip,2023-05-09,May 2023,2023-05-12,May 2023,67.40,220.93,Delivered,1000,3,valid,,,
SH11484,Warehouse_LA,Los Angeles,FedEx,2023-05-09,May 2023,2023-05-13,May 2023,12.00,178.39,Delivered,1377,4,valid,,,
SH11062,Warehouse_HOU,Detroit,DHL,2023-05-10,May 2023,2023-05-22,May 2023,31.30,323.10,Delayed,1873,5,valid,,,
SH11977,Warehouse_CHI,Houston,UPS,2023-05-10,May 2023,2023-05-23,May 2023,29.60,300.77,Delayed,2345,6,valid,,,
SH10015,Warehouse_DEN,Minneapolis,OnTrac,2023-05-10,May 2023,2023-05-16,May 2023,28.60,221.21,Delivered,1489,6,valid,,,
SH10098,Warehouse_BOS,Miami,OnTrac,2023-05-10,May 2023,2023-05-15,May 2023,11.10,273.63,Delivered,2053,5,valid,,,
SH10798,Warehouse_HOU,Minneapolis,Amazon Logistics,2023-05-10,May 2023,2023-05-16,May 2023,12.30,306.20,Delivered,2458,6,valid,,,
SH10054,Warehouse_DEN,Minneapolis,LaserShip,2023-05-11,May 2023,2023-05-17,May 2023,31.60,283.13,Delivered,2249,6,valid,,,
SH11191,Warehouse_SF,San Francisco,OnTrac,2023-05-11,May 2023,2023-05-16,May 2023,39.30,186.59,Delivered,1317,5,valid,,,
SH11818,Warehouse_BOS,Detroit,OnTrac,2023-05-11,May 2023,2023-05-19,May 2023,34.60,319.66,Delivered,2216,8,valid,,,
SH11826,Warehouse_MIA,Chicago,FedEx,2023-05-11,May 2023,2023-05-15,May 2023,17.80,263.77,Delivered,1657,4,valid,,,
SH10228,Warehouse_SEA,Boston,DHL,2023-05-11,May 2023,2023-05-14,May 2023,10.80,188.69,In Transit,1329,3,valid,,,
SH10551,Warehouse_DEN,Detroit,FedEx,2023-05-12,May 2023,2023-05-16,May 2023,20.30,228.90,Delivered,1383,4,valid,,,
SH11017,Warehouse_ATL,Dallas,OnTrac,2023-05-12,May 2023,2023-05-18,May 2023,50.30,257.68,Delivered,1485,6,valid,,,
SH11903,Warehouse_HOU,Atlanta,FedEx,2023-05-12,May 2023,2023-05-15,May 2023,18.90,122.95,Delivered,800,3,valid,,,
SH10998,Warehouse_ATL,Denver,DHL,2023-05-13,May 2023,2023-05-16,May 2023,14.90,55.89,Delayed,228,2,valid,,,
SH10041,Warehouse_NYC,Los Angeles,UPS,2023-05-13,May 2023,2023-05-17,May 2023,31.90,263.06,Delivered,1696,4,valid,,,
SH10354,Warehouse_CHI,Los Angeles,UPS,2023-05-13,May 2023,2023-05-20,May 2023,13.70,341.16,Delivered,2361,7,valid,,,
SH10572,Warehouse_SF,Atlanta,UPS,2023-05-13,May 2023,2023-05-22,May 2023,58.40,196.37,Delivered,962,9,valid,,,
SH10863,Warehouse_NYC,Boston,Amazon Logistics,2023-05-13,May 2023,2023-05-15,May 2023,85.20,135.67,Delivered,215,2,valid,,,
SH11200,Warehouse_HOU,Los Angeles,LaserShip,2023-05-13,May 2023,2023-05-19,May 2023,19.80,271.24,Delivered,1945,6,valid,,,
SH11230,Warehouse_HOU,Chicago,Amazon Logistics,2023-05-13,May 2023,2023-05-16,May 2023,17.80,122.76,Delivered,809,3,valid,,,
SH11446,Warehouse_BOS,Denver,FedEx,2023-05-13,May 2023,2023-05-16,May 2023,30.60,83.44,Delivered,306,3,valid,,,
SH11538,Warehouse_CHI,Miami,FedEx,2023-05-13,May 2023,2023-05-17,May 2023,179.10,216.48,Delivered,1350,4,valid,,,
