invoice_date,price
2022-08-01,203.30
2022-03-24,15.69
2021-09-30,40.66
2022-03-26,300.08
2021-12-19,600.16
2021-10-19,5250.00
2021-05-23,1050.00
2022-08-28,10.46
2022-12-21,143.36
2022-11-12,300.08
2023-01-02,900.24
2021-09-29,5.23
2022-10-06,5.23
2021-03-31,107.52
2021-09-04,600.16
2021-11-10,71.68
2021-12-01,600.16
2023-01-08,5.23
2022-09-15,15.69
2022-01-26,81.32
2021-03-15,26.15
2022-02-24,600.17
2021-11-06,26.15
2022-10-12,300.08
2022-11-01,300.08
2021-02-09,5.23
2022-05-11,1500.40
2022-08-20,600.16
2023-02-22,203.30
2022-08-11,203.30
2023-01-30,1500.40
2021-03-24,1500.40
2021-05-04,26.15
2021-03-30,20.92
2022-11-03,900.24
2022-09-18,5250.00
2021-11-07,600.16
2021-03-23,81.32
2021-06-08,11.73
2022-12-14,1200.32
2021-11-29,1500.40
2021-04-04,35.19
2022-04-02,1200.32
2022-10-17,600.16
2022-02-03,900.24
2021-11-29,20.92
2021-02-13,1800.51
2021-03-10,300.08
2022-07-28,5.23
2022-11-22,15.15
2022-08-13,600.16
2021-01-11,2100.00
2021-02-21,162.64
2022-10-02,143.36
2021-06-02,300.08
2022-01-17,60.60
2022-09-25,35.84
2021-01-06,162.64
2022-01-23,300.08
2021-08-25,23.46
2022-05-27,1200.32
2021-10-27,3150.00
2022-05-17,1500.40
2021-12-24,2400.68
2022-07-12,60.60
2021-11-20,26.15
2021-03-27,143.36
2021-04-26,2400.68
2022-12-09,203.30
2022-10-01,1500.40
2022-09-30,46.92
2021-08-17,203.30
2021-02-11,81.32
2022-12-03,71.68
2023-01-14,1200.32
2023-02-26,2400.68
2022-01-05,40.66
2021-02-08,2400.68
2021-06-24,15.15
2022-06-05,15.69
2022-11-20,11.73
2022-01-11,81.32
2022-02-02,300.08
2022-03-03,23.46
2022-09-19,143.36
2021-07-22,26.15
2022-08-11,600.16
2022-04-14,20.92
2021-04-05,1200.34
2022-09-30,300.08
2021-09-25,203.30
2022-12-18,203.30
2021-09-23,1800.51
2021-10-16,81.32
2021-01-16,15.69
2021-07-30,5.23
2021-03-18,1500.40
2021-12-23,1800.51
2022-08-03,1200.32
2021-05-20,600.17
2023-02-28,600.16
2021-01-07,5.23
2021-07-24,75.75
2021-09-11,203.30
2022-03-13,1800.51
2022-05-17,600.17
2022-07-10,900.24
2022-03-02,1500.40
2021-01-04,300.08
2022-02-05,23.46
2021-09-10,300.08
2022-02-16,900.24
2021-11-03,1200.32
2022-02-17,3000.85
2021-11-20,40.66
2022-10-10,600.16
2022-07-26,1200.34
2022-10-02,81.32
2021-10-01,35.84
2022-12-20,600.16
2021-11-05,121.98
2022-10-16,5250.00
2021-09-17,20.92
2021-03-01,40.66
2021-01-13,10.46
2022-09-10,107.52
2021-04-29,3000.85
2022-04-13,10.46
2021-10-21,40.66
2022-08-29,300.08
2022-08-03,1200.32
2023-01-24,40.66
2021-07-09,20.92
2023-02-24,23.46
2023-01-21,60.60
2022-11-15,600.16
2021-01-17,3150.00
2022-11-06,1050.00
2021-09-06,45.45
2021-07-05,600.16
2023-02-02,600.16
2022-08-09,3150.00
2023-02-04,162.64
2021-04-21,203.30
2022-03-01,900.24
2021-06-05,35.84
2021-08-13,15.69
2022-01-05,35.19
2021-03-15,40.66
2022-08-02,600.17
2022-08-02,20.92
2022-03-28,5.23
2021-01-05,10.46
2022-03-29,81.32
2022-12-19,900.24
2021-02-13,600.16
2022-12-16,40.66
2021-06-07,40.66
2021-09-25,1500.40
2023-01-09,26.15
2021-11-01,3150.00
2022-05-08,300.08
2021-12-02,81.32
2021-05-09,162.64
2022-11-13,900.24
2022-07-15,900.24
2022-09-23,1200.34
2021-04-04,23.46
2021-01-02,143.36
2021-04-13,600.16
2022-08-01,107.52
2023-01-03,900.24
2022-06-24,203.30
2021-06-23,26.15
2022-09-04,45.45
2021-08-21,1500.40
2023-02-17,300.08
2021-04-28,15.69
2022-03-22,1500.40
2022-06-08,45.45
2023-01-27,11.73
2022-06-09,143.36
2022-06-05,900.24
2021-12-27,121.98
2022-09-30,10.46
2021-09-08,58.65
2021-09-24,1500.40
2022-01-18,203.30
2023-01-23,1500.40
2022-06-03,2400.68
2022-05-21,5.23
2022-06-28,121.98
2022-09-03,203.30
2022-05-08,3000.85
2021-01-16,35.84
2022-11-11,5.23
2021-12-01,600.16
2021-05-03,15.69
2021-09-21,900.24
2021-10-11,71.68
2021-11-30,20.92
2021-10-08,81.32
2022-10-05,1500.40
2022-04-17,121.98
2022-01-13,179.20
2022-06-17,600.16
2022-10-17,11.73
2021-01-19,900.24
2021-01-27,15.69
2022-07-13,1200.32
2022-11-05,4200.00
2023-02-12,60.60
2022-04-03,600.17
2022-09-06,179.20
2021-02-28,71.68
2022-06-21,3000.85
2021-06-21,5.23
2021-03-13,3000.85
2021-02-24,58.65
2022-04-01,1200.32
2022-02-23,58.65
2022-01-10,900.24
2021-07-03,10.46
2023-01-15,20.92
2021-02-09,1500.40
2022-04-05,300.08
2022-07-13,26.15
2022-03-10,203.30
2021-10-04,900.24
2022-02-24,143.36
2022-04-19,75.75
2021-07-20,10.46
2022-03-05,1800.51
2022-08-09,20.92
2022-06-24,40.66
2021-02-21,35.19
2021-09-07,600.16
2022-05-15,1050.00
2021-01-31,58.65
2022-07-06,20.92
2021-05-14,1050.00
2023-02-16,26.15
2021-10-10,300.08
2021-12-28,3000.85
2022-02-26,35.84
2022-08-05,900.24
2022-08-27,1200.34
2021-09-27,203.30
2021-06-17,71.68
2021-11-15,35.84
2021-05-09,300.08
2022-03-27,300.08
2022-11-03,1500.40
2022-01-29,600.16
2021-04-16,1500.40
2022-01-24,1800.51
2022-02-15,5250.00
2021-03-02,15.69
2022-04-20,30.30
2023-02-28,600.16
2021-10-31,203.30
2023-01-02,600.16
2021-01-07,1200.32
2021-08-15,600.16
2022-01-11,3150.00
2022-10-19,300.08
2022-11-10,5250.00
2022-09-11,60.60
2022-08-22,300.08
2021-03-04,71.68
2021-10-31,1200.32
2021-03-31,81.32
2022-08-26,46.92
2023-02-24,600.16
2021-11-19,58.65
2021-01-14,600.16
2021-01-06,5250.00
2021-07-09,203.30
2021-04-28,1500.40
2021-03-02,1200.32
2022-03-15,300.08
2022-12-24,1200.32
2022-11-26,10.46
2022-04-05,3000.85
2021-12-23,162.64
2021-05-21,81.32
2021-12-20,900.24
2022-03-31,600.16
2022-05-26,10.46
2021-12-05,5.23
2021-03-05,10.46
2021-12-17,11.73
2022-08-21,300.08
2022-02-27,300.08
2021-06-07,3150.00
2022-10-03,40.66
2022-04-26,15.69
2021-10-03,3000.85
2022-07-06,1500.40
2022-08-28,20.92
2021-08-10,23.46
2022-06-06,45.45
2021-07-28,600.17
2021-11-05,121.98
2023-02-18,1200.32
2022-06-24,35.84
2021-01-04,203.30
2021-10-30,23.46
2023-02-23,600.16
2022-03-05,20.92
2022-01-31,600.16
2021-11-23,1800.51
2022-05-27,40.66
2022-01-01,1800.51
2021-08-05,300.08
2021-02-23,40.66
2022-03-25,203.30
2021-07-09,1800.51
2023-02-09,15.69
2022-08-04,60.60
2022-07-27,1200.32
2023-02-07,1500.40
2022-09-29,1050.00
2021-01-15,900.24
2021-09-02,900.24
2021-03-05,1500.40
2022-04-07,1200.34
2023-01-31,1500.40
2021-03-30,179.20
2021-12-16,5.23
2021-06-15,35.19
2021-08-25,71.68
2022-01-29,300.08
2022-10-02,162.64
2022-07-15,300.08
2022-12-03,300.08
2021-11-12,300.08
2021-08-01,10.46
2022-06-13,300.08
2021-12-19,300.08
2021-12-06,2400.68
2021-11-23,1050.00
2021-09-13,143.36
2022-06-20,1500.40
2022-04-03,20.92
2022-03-28,46.92
2022-10-18,203.30
2022-08-17,300.08
2022-03-10,1200.32
2023-02-15,300.08
2022-02-13,81.32
2021-04-15,600.16
2021-01-20,35.84
2021-02-09,1200.34
2022-09-11,3150.00
2021-10-10,300.08
2022-10-10,300.08
2021-12-12,300.08
2022-01-18,143.36
2022-07-22,107.52
2021-01-26,15.69
2022-04-23,10.46
2021-07-07,1050.00
2022-12-15,15.15
2021-07-13,71.68
2021-02-20,23.46
2023-02-18,179.20
2022-08-19,900.24
2023-01-29,1800.51
2021-05-16,2400.68
2022-01-01,600.17
2021-01-22,2400.68
2022-12-07,35.84
2022-05-27,1500.40
2023-01-12,300.08
2021-07-11,3000.85
2022-04-14,203.30
2021-02-14,600.16
2022-03-10,5.23
2022-12-15,71.68
2022-07-28,75.75
2022-06-19,1500.40
2022-09-20,600.16
2023-01-26,600.16
2021-08-24,1200.34
2022-07-09,1500.40
2021-02-21,81.32
2023-02-27,1500.40
2021-12-15,900.24
2022-11-16,900.24
2021-06-23,1500.40
2022-07-08,1200.32
2021-03-03,600.16
2021-08-19,1500.40
2022-05-22,300.08
2021-02-03,15.69
2021-01-17,26.15
2021-10-16,5250.00
2022-03-19,40.66
2021-08-01,300.08
2021-08-09,900.24
2021-03-14,1200.32
2021-06-06,1200.34
2022-04-14,300.08
2023-01-28,40.66
2021-04-08,600.16
2021-06-22,5.23
2021-03-31,1500.40
2021-07-10,1200.32
2022-04-27,26.15
2022-03-27,107.52
2021-12-13,5250.00
2022-08-16,81.32
2021-10-29,10.46
2022-01-14,600.17
2022-10-26,600.16
2021-02-21,1200.32
2023-02-14,5250.00
2021-10-23,162.64
2021-11-18,23.46
2022-04-04,5.23
2021-07-20,3000.85
2021-01-02,10.46
2023-01-11,40.66
2021-01-13,600.16
2022-08-03,162.64
2022-12-27,300.08
2021-05-29,40.66
2021-04-04,900.24
2021-12-31,26.15
2021-06-29,2100.00
2021-04-20,300.08
2022-05-17,35.19
2022-06-30,1500.40
2021-11-29,300.08
2021-11-02,75.75
2022-01-02,1500.40
2022-01-19,1050.00
2022-01-14,10.46
2021-03-05,26.15
2021-12-13,40.66
2021-04-29,60.60
2021-09-07,300.08
2022-03-11,26.15
2021-12-05,300.08
2022-03-15,143.36
2021-03-30,300.08
2023-01-26,600.16
2022-07-01,1500.40
2021-11-14,1500.40
2021-06-08,300.08
2021-11-27,26.15
2022-09-04,81.32
2022-10-09,81.32
2022-07-28,121.98
2021-06-11,26.15
2022-01-28,600.17
2021-07-24,60.60
2021-10-11,20.92
2021-06-06,1200.34
2022-05-28,121.98
2021-06-12,2400.68
2021-10-10,300.08
2021-02-20,600.17
2021-09-12,600.16
2022-05-12,20.92
2022-03-01,20.92
2022-01-18,11.73
2022-12-15,900.24
2021-08-26,1500.40
2022-08-14,203.30
2022-04-30,1200.32
2022-05-10,300.08
2022-04-25,58.65
2021-09-12,1050.00
2022-12-05,203.30
2022-07-21,1200.32
2022-12-13,23.46
2021-10-12,35.19
2021-03-14,300.08
2021-05-10,300.08
2022-01-20,203.30
2022-12-11,143.36
2021-10-12,1500.40
2021-10-11,143.36
2021-09-07,45.45
2021-10-20,1200.32
2021-10-14,900.24
2021-04-15,2400.68
2021-10-22,900.24
2021-08-08,40.66
2021-12-10,300.08
2023-01-26,600.16
2022-01-15,60.60
2021-09-30,1500.40
2021-06-20,1500.40
2022-06-22,900.24
2022-02-10,1200.32
2021-06-16,1800.51
2022-03-28,75.75
2022-02-21,600.16
2022-08-10,5.23
2022-11-15,35.84
2021-12-23,300.08
2022-02-19,300.08
2022-10-10,81.32
2023-01-29,20.92
2021-08-20,40.66
2022-03-03,900.24
2022-12-08,300.08
2021-03-22,1050.00
2021-10-18,121.98
2021-08-05,15.69
2022-04-12,10.46
2023-01-30,1200.32
2022-06-04,40.66
2021-02-11,40.66
2021-03-04,20.92
2022-01-22,1500.40
2022-03-26,4200.00
2021-04-23,1200.32
2022-04-27,3000.85
2023-01-03,20.92
2021-12-26,35.84
2021-03-04,2400.68
2021-09-04,600.16
2021-05-07,35.84
2022-12-02,5.23
2022-06-25,3150.00
2022-12-10,30.30
2022-11-01,30.30
2022-01-06,1500.40
2022-02-21,11.73
2022-06-10,1500.40
2022-07-18,26.15
2021-11-30,600.16
2021-04-09,2400.68
2022-01-07,35.19
2022-03-03,300.08
2022-07-05,900.24
2021-11-14,162.64
2021-09-30,1500.40
2022-02-08,5.23
2021-08-16,300.08
2021-02-23,1500.40
2022-06-27,30.30
2022-06-21,30.30
2022-05-17,1500.40
2022-03-17,900.24
2021-02-06,5.23
2022-10-19,1200.32
2021-05-02,600.16
2022-07-31,1500.40
2021-04-09,10.46
2022-11-23,162.64
2021-02-17,60.60
2022-04-17,5.23
2023-02-21,1200.32
2021-06-22,600.17
2021-09-24,4200.00
2022-09-30,60.60
2021-04-08,10.46
2022-09-03,11.73
2022-01-17,300.08
2023-02-13,2400.68
2022-08-12,81.32
2022-12-04,900.24
2021-11-01,179.20
2021-03-28,1800.51
2021-04-15,2400.68
2021-10-15,121.98
2021-09-25,600.16
2022-09-17,1500.40
2022-04-24,5250.00
2022-09-17,10.46
2022-08-29,45.45
2021-04-27,3000.85
2021-06-10,75.75
2022-11-21,81.32
2022-09-09,300.08
2021-10-20,600.17
2022-12-26,203.30
2022-03-14,162.64
2022-07-13,71.68
2022-10-31,40.66
2022-02-10,15.69
2021-11-29,600.16
2021-09-08,2400.68
2022-06-24,600.16
2021-11-28,26.15
2022-05-09,3000.85
2021-02-28,1800.51
2021-09-22,179.20
2021-02-19,900.24
2021-11-23,600.16
2021-11-14,20.92
2021-06-20,203.30
2022-05-07,143.36
2021-08-28,179.20
2021-01-21,2400.68
2021-04-12,600.16
2021-12-29,15.69
2021-04-28,58.65
2021-03-25,81.32
2021-07-27,900.24
2021-12-12,1200.32
2021-04-15,75.75
2022-07-25,45.45
2022-10-10,2400.68
2023-02-25,46.92
2023-01-19,900.24
2021-03-24,1200.32
2022-07-07,15.69
2022-12-16,1500.40
2021-10-20,81.32
2021-04-22,121.98
2021-11-23,143.36
2022-10-08,30.30
2021-01-10,71.68
2022-02-13,600.16
2022-11-14,3000.85
2021-11-07,1500.40
2021-10-06,20.92
2023-01-18,15.69
2021-05-27,5.23
2022-08-22,58.65
2022-10-20,900.24
2021-03-10,143.36
2022-12-13,35.19
2022-10-31,900.24
2022-03-08,900.24
2021-05-13,600.16
2022-05-06,300.08
2022-11-11,203.30
2021-12-24,143.36
2021-09-28,1200.32
2023-01-19,121.98
2021-07-19,203.30
2022-03-10,5.23
2022-05-07,58.65
2021-02-03,1200.32
2022-10-30,3000.85
2022-03-06,26.15
2022-02-02,162.64
2022-09-18,900.24
2022-07-29,300.08
2022-02-22,300.08
2021-06-23,2100.00
2021-03-23,1800.51
2021-12-03,81.32
2022-01-07,40.66
2022-10-19,1800.51
2022-02-24,81.32
2021-03-02,600.16
2021-08-14,1500.40
2021-12-04,15.69
2021-09-01,20.92
2021-11-19,162.64
2021-09-01,10.46
2022-07-20,4200.00
2022-07-26,600.16
2021-08-06,35.84
2022-12-13,1050.00
2021-08-17,5250.00
2022-01-25,11.73
2021-05-03,300.08
2021-04-29,10.46
2021-09-24,600.16
2022-09-27,1500.40
2023-02-23,1200.32
2021-01-16,60.60
2021-04-22,162.64
2021-03-16,30.30
2021-10-06,107.52
2022-01-20,2100.00
2022-11-30,1500.40
2022-08-02,3150.00
2021-03-24,11.73
2022-05-21,1200.34
2021-01-16,1200.32
2022-09-17,121.98
2021-09-22,107.52
2022-05-08,15.15
2021-04-03,26.15
2021-12-26,2400.68
2022-02-21,71.68
2023-02-04,1200.32
2022-04-20,26.15
2021-09-10,300.08
2022-11-16,300.08
2021-03-21,71.68
2021-10-03,1500.40
2023-01-15,121.98
2022-12-07,71.68
2023-01-19,900.24
2021-01-18,1200.32
2023-01-17,300.08
2023-02-16,3000.85
2021-04-15,5250.00
2022-07-05,300.08
2021-12-09,1200.32
2022-08-03,3000.85
2021-08-23,900.24
2022-05-04,600.16
2022-09-13,900.24
2022-07-08,107.52
2021-07-09,15.69
2021-09-20,3000.85
2021-06-15,81.32
2022-01-01,179.20
2021-03-21,20.92
2023-02-21,2400.68
2022-08-01,900.24
2022-05-03,5.23
2021-10-10,900.24
2022-05-29,5.23
2022-10-02,1200.32
2022-07-02,15.15
2023-01-21,1500.40
2022-01-11,40.66
2021-02-20,46.92
2022-04-02,5.23
2021-02-06,1200.32
2022-01-03,5.23
2022-08-03,46.92
2022-02-28,900.24
2023-01-06,1500.40
2022-12-02,1200.32
2022-11-06,10.46
2021-03-23,900.24
2022-02-04,1800.51
2022-12-19,26.15
2022-12-19,81.32
2021-10-20,1800.51
2021-01-03,35.84
2022-07-01,900.24
2022-08-10,5.23
2022-04-28,1200.34
2021-08-21,300.08
2022-07-18,81.32
2021-05-21,179.20
2022-11-29,30.30
2021-08-03,162.64
2021-05-15,900.24
2022-02-09,121.98
2021-08-18,121.98
2021-05-05,2100.00
2022-06-04,600.16
2022-06-24,1500.40
2023-02-07,10.46
2021-03-12,26.15
2022-09-17,300.08
2022-02-21,3000.85
2023-02-27,4200.00
2022-06-15,1200.32
2022-04-25,15.69
2022-01-04,600.16
2023-01-16,162.64
2022-11-20,1500.40
2022-07-15,1200.32
2022-11-03,900.24
2022-07-17,26.15
2022-08-04,1200.32
2021-06-04,10.46
2022-09-04,1800.51
2022-11-28,143.36
2021-07-07,1200.32
2021-04-17,1200.34
2022-07-17,179.20
2021-10-01,1500.40
2021-05-04,600.16
2022-06-10,40.66
2022-02-10,300.08
2022-04-24,23.46
2021-06-27,203.30
2022-01-22,1200.32
2022-10-23,162.64
2022-05-12,5.23
2022-04-23,1200.34
2021-11-12,900.24
2022-12-28,5250.00
2022-05-22,143.36
2021-10-24,81.32
2021-03-18,45.45
2021-08-24,300.08
2021-08-17,1800.51
2021-06-07,162.64
2021-05-14,1500.40
2021-08-24,900.24
2021-07-14,71.68
2021-05-21,60.60
2022-10-30,300.08
2023-01-16,20.92
2022-11-10,15.69
2021-03-22,3000.85
2022-12-28,4200.00
2022-10-14,203.30
2021-07-21,71.68
2021-11-26,179.20
2022-06-14,300.08
2022-03-24,1500.40
2022-04-02,2400.68
2021-01-13,1200.32
2021-03-22,1500.40
2022-09-02,900.24
2022-03-31,203.30
2021-08-29,600.16
2022-01-12,81.32
2022-10-08,900.24
2022-05-01,60.60
2022-12-19,203.30
2022-06-15,2400.68
2022-09-30,203.30
2022-05-26,5.23
2022-08-30,1800.51
2022-06-24,60.60
2022-09-06,203.30
2021-06-24,1200.32
2023-01-22,1500.40
2021-08-16,179.20
2021-01-03,5.23
2022-10-10,1200.32
2021-04-28,3000.85
2021-06-19,30.30
2021-06-28,900.24
2022-11-11,600.16
2021-05-06,1500.40
2023-02-04,600.16
2021-06-24,600.16
2021-02-17,71.68
2022-08-25,4200.00
2021-05-07,26.15
2021-03-14,203.30
2022-04-26,121.98
2021-10-15,5.23
2022-10-13,20.92
2021-04-28,2100.00
2022-12-05,1200.32
2022-09-25,45.45
2021-11-23,45.45
2022-02-13,1200.32
2022-12-03,600.16
2022-04-09,900.24
2021-08-11,20.92
2022-04-07,1800.51
2021-01-23,1500.40
2021-05-10,11.73
2022-08-31,300.08
2022-06-27,10.46
2022-03-22,107.52
2022-11-23,107.52
2022-12-20,203.30
2022-01-12,81.32
2022-06-12,203.30
2022-11-12,75.75
2022-10-09,3000.85
2022-06-29,300.08
2022-02-06,900.24
2021-06-08,900.24
2022-03-24,600.16
2021-01-03,600.16
2021-07-31,2400.68
2022-03-10,600.16
2021-11-15,600.16
2022-02-26,30.30
2023-01-30,107.52
2023-02-22,81.32
2022-10-27,300.08
2021-03-13,162.64
2022-12-31,1500.40
2022-04-14,10.46
2022-04-06,30.30
2021-03-18,20.92
2021-11-19,900.24
2022-02-16,3000.85
2023-02-16,40.66
2021-09-29,162.64
2022-12-23,2400.68
2022-12-12,26.15
2023-02-23,179.20
2022-06-09,1500.40
2023-01-02,2100.00
2022-12-12,20.92
2022-08-24,300.08
2022-05-31,1200.32
2022-11-13,3000.85
2021-02-05,1200.32
2021-07-19,162.64
2021-07-14,1500.40
2022-01-01,1800.51
2022-02-17,1800.51
2021-12-11,300.08
2021-10-25,600.16
2021-01-06,900.24
2021-12-09,20.92
2021-04-14,20.92
2022-08-20,600.16
2021-05-27,10.46
2021-02-22,900.24
2021-10-20,3000.85
2021-09-26,20.92
2022-01-02,600.17
2022-04-28,121.98
2022-03-13,1200.34
2021-08-14,81.32
2021-06-10,46.92
2022-08-29,4200.00
2022-07-01,15.15
2021-01-28,1050.00
2022-03-15,20.92
2023-01-06,71.68
2022-09-11,20.92
2022-09-27,121.98
2022-09-12,143.36
2022-04-20,71.68
2022-12-19,71.68
2022-09-25,1200.34
2021-12-09,71.68
2021-11-12,1050.00
2021-01-16,300.08
2022-10-29,10.46
2022-07-17,23.46
2022-10-23,3150.00
2022-01-27,1500.40
2022-12-20,11.73
2022-11-01,600.17
2021-06-10,600.17
2021-12-16,203.30
2022-09-26,10.46
2022-09-11,10.46
2022-09-04,600.16
2021-01-06,5.23
2021-08-04,1500.40
2022-09-12,81.32
2022-12-22,203.30
2021-11-06,26.15
2022-03-24,20.92
2022-07-26,26.15
2022-08-09,600.16
2022-04-23,35.19
2022-05-13,600.16
2021-07-20,5.23
2022-08-18,900.24
2022-06-18,81.32
2022-05-06,121.98
2021-09-15,107.52
2021-05-19,162.64
2022-09-07,600.16
2021-01-09,900.24
2022-11-21,35.84
2022-07-25,81.32
2021-05-22,40.66
2021-04-22,162.64
2021-05-20,300.08
2021-01-03,1500.40
2022-05-05,15.69
2022-10-12,1500.40
2022-10-08,26.15
2021-10-24,162.64
2021-01-22,1500.40
2022-02-18,5.23
2022-07-05,1500.40
2023-01-08,1500.40
2022-03-22,10.46
2022-11-28,5250.00
2022-02-11,15.15
2022-02-11,26.15
2022-03-15,1500.40
2022-02-08,26.15
2023-02-23,35.84
2022-05-12,900.24
2021-11-01,3000.85
2021-04-05,143.36
2021-01-22,75.75
2022-09-25,1500.40
2022-02-16,143.36
2021-11-25,35.84
2021-09-03,300.08
2022-05-11,121.98
2021-05-25,15.69
2022-11-14,900.24
2021-09-07,143.36
2022-01-03,81.32
2022-02-07,60.60
2021-04-19,4200.00
2022-01-23,203.30
2021-05-08,35.84
2021-04-28,26.15
2022-11-04,1200.34
2021-07-12,300.08
2021-06-05,1800.51
2021-08-01,5.23
2021-12-15,15.69
2022-03-08,1500.40
2021-11-13,121.98
2022-02-09,1500.40
2021-09-08,10.46
2021-10-14,1200.32
2021-04-10,26.15
2023-01-12,203.30
2022-08-23,40.66
2021-08-13,900.24
2022-05-22,26.15
2022-11-26,75.75
2022-09-03,1800.51
2021-06-30,1050.00
2021-01-21,35.84
2021-03-02,143.36
2022-04-07,3000.85
2021-04-29,1200.32
2022-05-19,600.16
2022-03-31,20.92
2022-03-10,600.16
2021-07-10,143.36
2022-04-19,35.84
2021-05-19,20.92
2021-07-07,46.92
2023-02-21,26.15
2021-03-17,600.16
2022-05-26,1200.32
2021-08-02,900.24
2022-04-07,10.46
2022-07-14,26.15
2021-10-31,1200.32
2022-10-14,300.08
2022-04-23,5.23
2022-05-30,107.52
2023-01-07,26.15
2022-11-19,600.16
2022-07-25,5.23
2021-06-01,162.64
2021-05-14,5.23
2022-04-10,300.08
2022-10-22,26.15
2022-04-19,300.08
2022-05-02,600.16
2021-01-13,121.98
2022-10-03,15.15
2022-01-31,5250.00
2022-12-29,900.24
2023-01-12,75.75
2022-05-18,300.08
2023-02-24,40.66
2022-09-04,600.16
2022-08-22,30.30
2023-01-09,600.16
2022-05-03,26.15
2021-03-13,600.16
2021-02-12,5.23
2021-07-01,81.32
2022-03-08,20.92
2023-01-18,46.92
2022-07-15,300.08
2021-09-23,26.15
2021-03-04,900.24
2022-04-18,300.08
2021-11-07,71.68
2021-11-21,1200.34
2022-07-05,1200.32
2023-02-06,20.92
2022-11-08,600.17
2021-02-04,900.24
2022-02-24,179.20
2022-09-26,15.69
2022-11-12,121.98
2021-02-01,35.19
2022-01-22,600.16
2022-11-30,179.20
2021-07-27,1200.34
2022-04-06,203.30
2021-03-06,162.64
2021-09-02,121.98
2021-10-29,1200.34
2022-02-05,1050.00
2021-06-19,107.52
2022-11-08,15.69
2021-10-09,203.30
2022-07-11,20.92
2021-11-30,5.23
2023-02-12,15.69
2021-02-26,1500.40
2022-10-13,71.68
2021-06-04,203.30
2022-07-01,107.52
2021-11-02,81.32
2022-05-19,1050.00
2021-07-22,1800.51
2023-02-11,900.24
2021-03-04,1200.32
2023-01-05,45.45
2022-07-19,26.15
2021-10-24,15.15
2022-08-23,81.32
2023-01-20,1500.40
2021-05-24,1500.40
2021-04-14,75.75
2021-02-08,1200.32
2021-04-24,1200.34
2021-07-29,35.84
2021-06-03,900.24
2021-11-27,900.24
2022-03-22,900.24
2022-11-04,58.65
2022-08-19,300.08
2021-07-18,2400.68
2022-08-22,600.17
2022-03-28,121.98
2021-06-03,203.30
2021-09-23,121.98
2022-10-28,10.46
2021-12-30,58.65
2022-08-13,35.19
2022-11-22,20.92
2021-02-27,23.46
2021-06-19,1200.32
2021-08-11,203.30
2021-06-12,300.08
2021-01-22,35.19
2021-10-19,900.24
2022-03-28,300.08
2021-09-26,26.15
2023-02-24,600.16
2023-01-19,600.16
2021-09-28,300.08
2021-11-28,1200.32
2022-09-16,900.24
2021-03-15,81.32
2021-12-31,1200.32
2022-09-07,2100.00
2023-02-17,1200.34
2022-08-04,3000.85
2022-06-15,1200.34
2021-08-03,81.32
2022-12-03,81.32
2021-06-13,900.24
2021-11-09,203.30
2021-11-19,35.19
2021-12-01,10.46
2021-12-05,600.16
2022-11-09,900.24
2022-09-26,1050.00
2021-02-15,1500.40
2022-02-25,1200.32
2021-07-25,900.24
2022-01-19,81.32
2021-07-04,1200.34
2023-02-26,900.24
2022-03-26,600.16
2022-04-22,143.36
2023-01-23,1200.34
2022-03-11,900.24
2023-02-14,1500.40
2021-07-10,162.64
2021-07-16,162.64
2021-09-07,35.84
2021-03-20,1200.32
2021-09-24,26.15
2022-07-06,107.52
2021-05-05,26.15
2022-03-09,121.98
2021-02-01,900.24
2021-07-31,203.30
2021-04-24,1500.40
2021-09-25,900.24
2022-07-27,45.45
2022-07-07,35.19
2021-09-01,143.36
2021-09-22,1200.32
2021-12-06,121.98
2022-07-30,203.30
2021-11-14,11.73
2021-04-08,600.17
2023-02-12,60.60
2022-09-16,40.66
2022-08-16,81.32
2022-06-09,203.30
2022-09-27,300.08
2021-02-24,600.16
2021-03-20,40.66
2022-06-05,600.16
2022-07-08,900.24
2021-08-22,26.15
2022-12-09,1050.00
2021-11-07,1200.32
2022-06-22,600.17
2021-11-12,600.16
2022-07-25,26.15
2022-02-26,46.92
2022-01-10,179.20
2021-06-01,1800.51
2023-01-25,179.20
2022-09-08,600.16
2022-08-01,300.08
2021-07-02,1050.00
2021-07-25,10.46
2021-09-15,58.65
2021-01-16,71.68
2021-07-03,5.23
2021-01-12,300.08
2021-06-12,26.15
2021-06-22,1500.40
2023-01-22,15.69
2021-03-21,3000.85
2022-07-19,900.24
2021-11-29,10.46
2022-03-03,20.92
2022-08-02,26.15
2021-01-18,1200.32
2023-02-11,121.98
2021-07-15,20.92
2022-01-22,1200.32
2022-02-28,20.92
2021-10-08,10.46
2022-03-25,20.92
2022-02-21,15.69
2021-08-21,1500.40
2021-03-17,35.19
2023-02-14,179.20
2022-05-03,1050.00
2021-02-11,1200.32
2023-02-20,900.24
2021-09-26,1200.32
2021-01-03,900.24
2022-02-04,5.23
2021-10-01,203.30
2022-12-17,20.92
2022-02-02,46.92
2023-01-21,15.69
2022-12-14,10.46
2021-08-11,107.52
2023-02-03,203.30
2022-12-29,3000.85
2021-07-09,35.19
2023-01-27,1500.40
2022-03-01,11.73
2022-09-21,203.30
2021-08-19,900.24
2022-12-03,60.60
2021-12-31,1200.34
2021-01-12,60.60
2022-11-22,121.98
2021-12-13,121.98
